ENDF-6 File: /g/g19/walsh23/data/evaluations/endf-7.1/neutrons/n-092_U_234.endf
Resonance Formalism: SLBW
Contributing s-wave Resonances:          64
Contributing p-wave Resonances:          64
Contributing d-wave Resonances:          64
Contributing f-wave Resonances:          64
Model Competitive Reaction Resonance Structure: T
Parameter Energy Dependence: Neutron
Faddeeva Evaluation: QUICKW
Target Relative Tolerance on Average Partial Cross Sections:  5.0000000000000001E-03
Energies:          64
             Energy [eV]               Total [b]             Elastic [b]             Capture [b]             Fission [b]         Competitive [b]
  2.1583832145547542E+04  1.2600106331701982E+01  1.1904868134716638E+01  6.8494698331254977E-01  1.0291213672789809E-02  0.0000000000000000E+00
  2.3071694226404681E+04  1.2473653603799411E+01  1.1805531717413917E+01  6.5804745375543339E-01  1.0074432630050353E-02  0.0000000000000000E+00
  2.4662120743304702E+04  1.2332697761270067E+01  1.1691295670079157E+01  6.3157396148761458E-01  9.8281297032920475E-03  0.0000000000000000E+00
  2.6362181883515746E+04  1.2221705909975759E+01  1.1603462409917590E+01  6.0779514992076711E-01  1.0448350137398090E-02  0.0000000000000000E+00
  2.8179435211314307E+04  1.2135141635271257E+01  1.1535621428932075E+01  5.8806870923443311E-01  1.1451497104771741E-02  0.0000000000000000E+00
  3.0121959264881611E+04  1.2028997166155579E+01  1.1451350232744197E+01  5.6530557529205927E-01  1.2341358119316602E-02  0.0000000000000000E+00
  3.2198389469171612E+04  1.1960282734381217E+01  1.1401182921552813E+01  5.4592228578044355E-01  1.3177527047951118E-02  0.0000000000000000E+00
  3.4417956524400623E+04  1.1843457244325110E+01  1.1305387617860218E+01  5.2422164578266928E-01  1.3847980682221098E-02  0.0000000000000000E+00
  3.6790527440812664E+04  1.1768525125567942E+01  1.1248303848177168E+01  5.0539835379919540E-01  1.4822923591572822E-02  0.0000000000000000E+00
  3.9326649402139665E+04  1.1663603082521581E+01  1.1161201441579546E+01  4.8680344217103411E-01  1.5598198771007474E-02  0.0000000000000000E+00
  4.2037596652749977E+04  1.1594129220312938E+01  1.1107687434245980E+01  4.7117968629600426E-01  1.5262099770952447E-02  0.0000000000000000E+00
  4.4935420616920128E+04  1.1490440407096534E+01  1.1023856076420824E+01  4.5211288737625610E-01  1.4471443299459175E-02  0.0000000000000000E+00
  4.8033003473033721E+04  1.1426091842934916E+01  1.0976201662672089E+01  4.3629833004362434E-01  1.3591850219195567E-02  0.0000000000000000E+00
  5.1344115420869559E+04  1.1359420429615561E+01  1.0921822633370397E+01  4.2458487599882722E-01  1.3012920246342983E-02  0.0000000000000000E+00
  5.4883475896558899E+04  1.1276625450829719E+01  1.0856243858673949E+01  4.0809342217961381E-01  1.2288169976151288E-02  0.0000000000000000E+00
  5.8666819007340615E+04  1.1197588202729561E+01  1.0792031657966950E+01  3.9392485894002111E-01  1.1631685822582954E-02  0.0000000000000000E+00
  6.2710963477002697E+04  1.1125814883048410E+01  1.0733308596167229E+01  3.8034394234811469E-01  1.2162344533055439E-02  0.0000000000000000E+00
  6.7033887412949683E+04  1.1049721699069131E+01  1.0670201309765263E+01  3.6597037354054435E-01  1.3550015763334818E-02  0.0000000000000000E+00
  7.1654808227270827E+04  1.0949947623225876E+01  1.0581528130068309E+01  3.5344848438984472E-01  1.4971008767727499E-02  0.0000000000000000E+00
  7.6594268067095341E+04  1.0870372266699970E+01  1.0513112607718064E+01  3.4117533416232115E-01  1.6084324819578860E-02  0.0000000000000000E+00
  8.1874225134012537E+04  1.0783787181021985E+01  1.0438379768057436E+01  3.2838741987954728E-01  1.7019993085008876E-02  0.0000000000000000E+00
  8.7518151298513694E+04  1.0716513557903236E+01  1.0379254639793665E+01  3.1898238293952802E-01  1.8276535170040433E-02  0.0000000000000000E+00
  9.3551136443398500E+04  1.0608070597208572E+01  1.0283975550901763E+01  3.0485729523916788E-01  1.9237751067637476E-02  0.0000000000000000E+00
  1.0000000000000003E+05  1.0519079475572390E+01  1.0202829770236773E+01  2.9585121551328381E-01  2.0398489822334231E-02  0.0000000000000000E+00
         Max 1sigma/Mean  4.8429939024963288E-03  4.9286094841998161E-03  6.0150251442460815E-03  1.0878155338601597E-02  0.0000000000000000E+00
